,Y,A,X1,X2,X3,X4,X5,X6
1,1,1,0.538013557118372,1.7009102881465943,0.5326438091625623,1.317087691556137,1.5411775782238377,1.3323925850562874
2,0,1,0.5379815127093888,1.7035940166635684,0.5326076970325775,1.3155054812968636,1.5370443328896015,1.3430694222097235
3,1,0,0.48194922902552667,1.3757250066925517,0.5000032109791913,1.6918447723748755,1.1513033682059484,1.9235438472969344
4,1,0,0.4819646905532709,1.374827136413525,0.500026023989432,1.6938207662504867,1.150439820854367,1.9227513992433136
5,0,0,0.4819921912572701,1.3822875142764053,0.5000385910386959,1.701474800031749,1.1524322094873283,1.9045676550379114
6,1,1,0.5380035875673571,1.7030564463451905,0.5326098084930745,1.3144786999776508,1.5520728799115688,1.3330448903198042
7,0,0,0.4820248273712881,1.377227905486935,0.5000128433011308,1.6899278956990393,1.145592807572266,1.9062636104925947
8,1,0,0.4819622021955445,1.3816789886643934,0.5000293434937008,1.698401772275146,1.1509539644824929,1.9056973719949752
9,0,0,0.48196152391306113,1.3767728779362218,0.5000209210731734,1.689463934565244,1.15841510025814,1.907324193032018
10,0,0,0.4820259830143181,1.3730722233248376,0.5000309851848506,1.6946354232242828,1.146006517426389,1.9323655063762653
11,0,0,0.48199909839344995,1.3749009808827446,0.5000455404666523,1.6949257801299125,1.1455656933235887,1.9210635400751532
12,0,0,0.4820682139195006,1.3728656487491575,0.4999880753856048,1.6952056805932243,1.154563921251899,1.9113601948919423
13,1,0,0.48197627584081826,1.376565428369483,0.49998585077319574,1.6951830515106077,1.156288155463202,1.9375462957954113
14,0,1,0.5380416853329613,1.6992414309254391,0.5325873775978925,1.3179830236368524,1.5367033684247406,1.3334978795939723
15,0,0,0.48187732157482027,1.3770642596793996,0.5000108868377385,1.6951752642728173,1.1501805669907224,1.9095860969957594
16,1,1,0.5379630231572148,1.7058751938737333,0.5326152342310019,1.319908278931386,1.5407710172387923,1.3387918611659302
17,1,1,0.5381458546630069,1.7007711662847869,0.5326699804738028,1.3244272924544136,1.5363308293135383,1.3351960888652088
18,1,1,0.5380190319291255,1.704355996822586,0.5326371217885434,1.3138886903222846,1.5404133266581856,1.3470357838287235
19,0,0,0.4819731782978548,1.3767162416424936,0.49999595542184416,1.688398364248648,1.1491695996509568,1.9071737979778176
20,1,1,0.5380264735198598,1.7000168711664612,0.5326086357783837,1.3213687482907313,1.5383136817363574,1.3490405796932912
21,1,1,0.5379044427068795,1.6986853949017924,0.5326359189043692,1.3179783611237081,1.55017270950459,1.3326826190582033
22,1,0,0.4818581495397215,1.3760970819572043,0.5000231046886197,1.6912453933141471,1.1510020115423927,1.9193819572392223
23,1,0,0.48185941119725584,1.3805219285549384,0.500025247237079,1.697176279522746,1.1528003428341398,1.9081383325327732
24,1,1,0.5379906500046763,1.709710038176585,0.5326320034621267,1.3167535407947306,1.5409100737186907,1.3406711603720314
25,1,1,0.5379007259596695,1.7059259141140024,0.5326436841115699,1.3191709775941753,1.5469322817092988,1.332655965468309
26,1,0,0.4820401944523981,1.3804037596601046,0.5000089973120355,1.6910380406034253,1.151955276265743,1.9268433117085588
27,1,0,0.4820003170442821,1.3805362108210375,0.5000018604053809,1.6902781189525422,1.1557834933219564,1.9218859571987323
28,1,0,0.48193728830265,1.3765288807545242,0.5000340524522153,1.6917471659616548,1.144317772024776,1.9209128178087136
29,1,1,0.5378836107826608,1.7026310271967788,0.5326107849927494,1.3221999347656768,1.5450087378733819,1.3436697264099309
30,1,0,0.48179600570652015,1.3807214519225313,0.4999934468881464,1.691775741814405,1.1458361696784738,1.9015569498594491
31,0,0,0.4818742110999603,1.3808659395011496,0.49999793904617235,1.690081344721639,1.1494348183300078,1.9185158720824438
32,0,0,0.4818963205566372,1.3772112613189418,0.5000164204922682,1.6918950158251993,1.1519289178073449,1.914678090849205
33,0,0,0.48180641534414537,1.378641218017472,0.4999827616029977,1.7010763126891815,1.1446782033012872,1.9193514904732794
34,0,1,0.5380060492069655,1.697032430366538,0.5326389830764069,1.317472601656917,1.5463654468874812,1.3337561244583678
35,0,0,0.4819710646381327,1.3795243618490394,0.500001572992594,1.6927351207750243,1.1568348781174567,1.9161184068972543
36,0,1,0.5381886012518818,1.6991000698204424,0.5325826194000509,1.3154953520328667,1.54651649493234,1.3332763550973135
37,0,1,0.5379430836454673,1.7004256549025758,0.5326337732522265,1.3271052931378116,1.5404996937700153,1.3472845401633935
38,0,0,0.48194245778607475,1.3742512973069947,0.5000325566420136,1.6934765960409148,1.147818059614849,1.9010228513006553
39,0,1,0.5378653109483073,1.703080284567061,0.5326220093602471,1.3156941543748946,1.542110465844689,1.3508373559125109
40,0,0,0.48201473105197,1.380287157100126,0.5000004225141195,1.6901210336805252,1.151908193206031,1.9097638303854474
41,1,1,0.5380006498269216,1.7016960802760148,0.5326234748351201,1.317546666812113,1.5499194333098232,1.3439542729317764
42,0,1,0.5380681418125725,1.7005611074724556,0.5325657400802521,1.3178659401884862,1.5432684900560594,1.342976024265767
43,1,0,0.4819034500474611,1.379953569920204,0.500002107438788,1.6939464983516976,1.156331487621797,1.9071495454938834
44,0,1,0.5381075651110829,1.7006897190375416,0.5325967863992369,1.3169781827939313,1.5383265813071512,1.3290763360028057
45,0,1,0.5380351997807473,1.6960347243599763,0.5326542945738254,1.3143644104081407,1.5477296700817744,1.3497331766651022
46,1,1,0.5380320960608106,1.701919116628775,0.5325920000334575,1.3141881677124734,1.5424600299773303,1.3352471281548388
47,1,0,0.4818520777849201,1.3812170756451523,0.49998488379961087,1.695363651508928,1.1520066083625324,1.9218099102014112
48,1,1,0.538067592116771,1.7054722370104967,0.5326686283331233,1.321488300204103,1.5508517888217817,1.3574035991119269
49,1,0,0.4818521398364292,1.3788472149665696,0.5000146995316326,1.6932479508105616,1.1461613441936431,1.918187453079534
50,0,1,0.5378878523312725,1.69974937095801,0.5326364505938048,1.3172134390943777,1.5464430558504598,1.3402844157437461
51,0,0,0.48205966403829487,1.3741525605669533,0.5000089809452524,1.6908240223105493,1.15327001264278,1.923725834354061
52,1,1,0.5379892800227305,1.7004780729856626,0.5326294822115304,1.3174119581929524,1.5461699580756925,1.3439475316369562
53,0,0,0.4819828694077875,1.3787355324103832,0.4999890412854513,1.6887728025667421,1.1542365178534313,1.9162714970081234
54,1,1,0.5379468474899249,1.704861019202884,0.5326007397095782,1.3205167249420549,1.5432520950352322,1.3320699064370436
55,0,0,0.4818854764597382,1.377993677008934,0.49998996554890596,1.6998532433982678,1.1463340841966059,1.9182947661476288
56,1,1,0.5379636740153526,1.701870017707465,0.5326849323862516,1.3205386333578326,1.5417468551230613,1.3463897775562603
57,1,1,0.5380113820636825,1.7012634188159514,0.5325943524163897,1.3193938991089658,1.539258091630105,1.33693646691508
58,1,1,0.5379725897808522,1.7006435875787387,0.532607637183669,1.3145611118909102,1.5434212357344994,1.3264622150655923
59,1,0,0.4819192939802751,1.3793638671149484,0.5000002474083666,1.6995657152420238,1.1559842480526572,1.9271444950707035
60,0,0,0.4818813498198524,1.3817120892323778,0.5000414990823074,1.690524545513471,1.1451776625115264,1.911350460480551
61,1,0,0.4820094816788113,1.3767620122486934,0.4999774060917461,1.6988101441949912,1.1527914486124027,1.9298136718608883
62,0,0,0.4818593156978169,1.3736796596258027,0.5000033123249334,1.70076758208188,1.149323259569516,1.9038327159323103
63,1,1,0.5379949679670823,1.7051522296646784,0.5325981691550201,1.3178434042150242,1.5456175750849084,1.335328001367754
64,0,1,0.5379906617231491,1.703961014011847,0.5325972693662095,1.319229180429827,1.5507770264356646,1.3287861918608346
65,1,0,0.48195017214166747,1.3784035889519444,0.5000162932890647,1.6919228586693433,1.1504406485514107,1.905906064396588
66,0,1,0.53809773022141,1.700830332213376,0.532616044757572,1.3144930945371456,1.5450788161185587,1.3397367586234072
67,1,1,0.537954814963967,1.7014393041981763,0.5325921009198927,1.315911286870043,1.5375096795888736,1.3488282745622144
68,1,1,0.5381269805047776,1.7015224499868145,0.5325792348735657,1.3140808287722,1.5445544453465858,1.340567814185885
69,1,1,0.5378090322797371,1.7019719093204575,0.5326207363014964,1.319384579344342,1.5392985940946646,1.327248311358489
70,0,1,0.5379226615043022,1.694976532421023,0.5326219735085632,1.319324671007461,1.542998290462325,1.3371889424708996
71,0,1,0.5380252333253513,1.7001153287313027,0.5326268593802722,1.3120166016899562,1.5452294296797844,1.3253287909102922
72,1,0,0.481983141324063,1.380246464007367,0.500039536630169,1.6894062468940052,1.1480971595223137,1.9142014092053485
73,0,1,0.5379657711438696,1.699986320309597,0.532596802702237,1.3170882591265862,1.5458584475354236,1.3379707266855774
74,0,0,0.4819106629820227,1.3794477039655797,0.4999750367527468,1.6964855040320166,1.147727483232393,1.9220907890535208
75,1,0,0.4819268637472223,1.373676926557174,0.49999961313933855,1.692587482733585,1.1515566518979075,1.9248794221226955
76,1,1,0.5379713741727523,1.7040269579638128,0.5326154318036284,1.3159157605969038,1.5466943790157246,1.3215965737313555
77,1,1,0.537992005161241,1.6999388980487293,0.5326426046374465,1.309067497328559,1.5484141400761058,1.3359323156764602
78,1,0,0.48196951309176533,1.3796970996425117,0.5000309492534392,1.6899053801248638,1.157099528579607,1.9155406026310509
79,0,1,0.5382088789327639,1.7011455069866694,0.532582766782261,1.3204620100960143,1.5389176075776998,1.3330811570710202
